name,price,first_name,last_name,above_100
nicholas thomas,204.0773565,Nicholas,Thomas,true
stephanie white,166.833234,Stephanie,White,true
christopher greene,36.14365972,Christopher,Greene,
james palmer,118.0771682,James,Palmer,true
christine cantrell,211.4962787,Christine,Cantrell,true
christopher lopez,17.11683357,Christopher,Lopez,
sandra cook,67.45307209,Sandra,Cook,
pedro dunn,116.3981006,Pedro,Dunn,true
cassandra gallagher,82.99376863,Cassandra,Gallagher,
daniel guzman,202.3914416,Daniel,Guzman,true
michael hunt,19.63313083,Michael,Hunt,
leslie preston,232.9674767,Leslie,Preston,true
crystal valdez,36.96034311,Crystal,Valdez,
luis saunders,136.6896047,Luis,Saunders,true
samantha golden,18.25944943,Samantha,Golden,
brian woods,207.7238054,Brian,Woods,true
jay parker,53.42922382,Jay,Parker,
janet fleming,160.5078275,Janet,Fleming,true
lance williams,2.170543081,Lance,Williams,
rebecca brooks,228.47913430000003,Rebecca,Brooks,true
sara oliver,208.4079644,Sara,Oliver,true
megan hickman,165.1104102,Megan,Hickman,true
raymond davis,217.32736,Raymond,Davis,true
krystal miller,219.38669080000003,Krystal,Miller,true
brian christian,197.1047485,Brian,Christian,true
stephen doyle,75.62902184,Stephen,Doyle,
carl taylor,271.8752715,Carl,Taylor,true
kathleen peterson,279.16047210000005,Kathleen,Peterson,true
teresa mcintosh,204.471543,Teresa,Mcintosh,true
ashley hill,221.49895959999998,Ashley,Hill,true
andrew jacobs,226.5094836,Andrew,Jacobs,true
jeffery turner,172.146738,Jeffery,Turner,true
christian peterson,229.55098360000002,Christian,Peterson,true
jason burgess,288.1309467,Jason,Burgess,true
crystal herrera,95.15394812,Crystal,Herrera,
brenda dean,252.0255026,Brenda,Dean,true
kathleen allen,148.1759137,Kathleen,Allen,true
julie suarez,126.6045221,Julie,Suarez,true
william lee,219.7081508,William,Lee,true
paige sanders,14.77249308,Paige,Sanders,
devin bates,152.22743380000003,Devin,Bates,true
patricia olsen,110.1679882,Patricia,Olsen,true
becky hernandez,222.2333333,Becky,Hernandez,true
marie lamb,40.27252313,Marie,Lamb,
nathan flores,101.89364590000001,Nathan,Flores,true
brandon gonzalez,60.52303081,Brandon,Gonzalez,
john henderson,248.40760419999998,John,Henderson,true
samuel bell,92.53696137,Samuel,Bell,
chase reed,71.94764090000001,Chase,Reed,
timothy nichols,227.970889,Timothy,Nichols,true
mitchell owen,153.7919479,Mitchell,Owen,true
amy baker,36.80578714,Amy,Baker,
duane gomez,244.0834338,Duane,Gomez,true
ashley caldwell,130.8171695,Ashley,Caldwell,true
maria hampton,288.5692027,Maria,Hampton,true
kathy schneider,42.12818501,Kathy,Schneider,
christopher johnson,160.177871,Christopher,Johnson,true
alison rojas,294.68164289999993,Alison,Rojas,true
susan valdez,60.26333489,Susan,Valdez,
david frank,163.051206,David,Frank,true
jason conway,139.26884760000002,Jason,Conway,true
nathan reid,233.0631577,Nathan,Reid,true
amy klein,35.59591008,Amy,Klein,
victoria johnson,46.62876129,Victoria,Johnson,
sara adams,124.1548865,Sara,Adams,true
charles reid,63.79578805,Charles,Reid,
angela davis,266.9483443,Angela,Davis,true
brittany nicholson,39.77148045,Brittany,Nicholson,
william dunn,225.412815,William,Dunn,true
jon james,11.05366645,Jon,James,
heather boyle,234.2114192,Heather,Boyle,true
martin robinson,45.61899672,Martin,Robinson,
lindsay brewer,152.25611719999998,Lindsay,Brewer,true
christopher mitchell,122.22960970000001,Christopher,Mitchell,true
renee martin,103.80076340000001,Renee,Martin,true
nathaniel kelly,278.6711932,Nathaniel,Kelly,true
jesus martinez,1.741610191,Jesus,Martinez,
mark kim,260.9460802,Mark,Kim,true
kimberly mccullough,175.70639530000003,Kimberly,Mccullough,true
kevin richardson,233.39621340000002,Kevin,Richardson,true
kim kramer,159.7285379,Kim,Kramer,true
shelly warren,223.99575269999997,Shelly,Warren,true
keith parker,165.2856722,Keith,Parker,true
rebecca pearson,34.08557462,Rebecca,Pearson,
thomas turner,102.5115671,Thomas,Turner,true
ernest blake,279.7736437,Ernest,Blake,true
kimberly aguilar,254.503909,Kimberly,Aguilar,true
parker chandler,105.09884890000001,Parker,Chandler,true
patricia jordan,293.1542586,Patricia,Jordan,true
edward pearson,186.51746519999998,Edward,Pearson,true
thomas guzman,35.01257377,Thomas,Guzman,
christina lewis,276.7217628,Christina,Lewis,true
nicole green,173.7777278,Nicole,Green,true
sandra ayers,203.8614101,Sandra,Ayers,true
kimberly gould,116.9645689,Kimberly,Gould,true
cory johnson,290.1908301,Cory,Johnson,true
lisa butler,33.22539775,Lisa,Butler,
stephanie gomez,134.8962191,Stephanie,Gomez,true
dennis figueroa,293.50635539999996,Dennis,Figueroa,true
michelle spencer,296.94583639999996,Michelle,Spencer,true
austin zuniga,189.9701356,Austin,Zuniga,true
sarah mora,152.0602036,Sarah,Mora,true
david brown,222.44664939999998,David,Brown,true
regina smith,104.488275,Regina,Smith,true
john gardner,90.71613517,John,Gardner,
melissa levy,101.5050273,Melissa,Levy,true
brandon powell,12.1046252,Brandon,Powell,
vanessa alvarez,160.5638252,Vanessa,Alvarez,true
michael wu,26.41273072,Michael,Wu,
jenny fox,289.1982327,Jenny,Fox,true
elizabeth cole,111.4431733,Elizabeth,Cole,true
justin holmes,279.0448103,Justin,Holmes,true
steve carey,266.7866531,Steve,Carey,true
ryan miller,240.0594432,Ryan,Miller,true
alvin blair,212.2618704,Alvin,Blair,true
john pearson,106.23576840000001,John,Pearson,true
marcus mejia,164.1050274,Marcus,Mejia,true
antonio simon,103.8962515,Antonio,Simon,true
maria mccall,244.07770719999996,Maria,Mccall,true
linda robinson,33.16893391,Linda,Robinson,
emily rodriguez,124.8103967,Emily,Rodriguez,true
samantha morrison,68.09438499,Samantha,Morrison,
johnny clark,11.42250221,Johnny,Clark,
brandon hanson,129.2842923,Brandon,Hanson,true
dana mcclain,127.64522439999999,Dana,Mcclain,true
christine ramos,94.47688435,Christine,Ramos,
lisa holloway,220.8854738,Lisa,Holloway,true
melissa gibson,166.72420680000002,Melissa,Gibson,true
michael fernandez,200.3551632,Michael,Fernandez,true
karen woods,153.6317697,Karen,Woods,true
kimberly stone,235.9922733,Kimberly,Stone,true
alexander cook,214.58096980000002,Alexander,Cook,true
adam jones,66.05270665,Adam,Jones,
michelle hale,160.332909,Michelle,Hale,true
dawn perez,221.7845339,Dawn,Perez,true
michael smith,269.7764571000001,Michael,Smith,true
pamela willis,258.6407833,Pamela,Willis,true
tracy coleman,65.24906648,Tracy,Coleman,
amanda jones,61.84863952,Amanda,Jones,
alexis bradford,184.4562198,Alexis,Bradford,true
eric elliott,272.0600434,Eric,Elliott,true
richard tucker,2.1066097580000003,Richard,Tucker,
elizabeth andersen,7.886266805,Elizabeth,Andersen,
rhonda white,221.17336650000001,Rhonda,White,true
annette kaufman,200.003827,Annette,Kaufman,true
kenneth brown,260.5486352,Kenneth,Brown,true
joshua brown,151.73655219999998,Joshua,Brown,true
monique thompson,229.1693307,Monique,Thompson,true
tammy anderson,246.66417169999997,Tammy,Anderson,true
robert foster,23.9205959,Robert,Foster,
destiny lutz,93.7962228,Destiny,Lutz,
phillip white,252.4260402,Phillip,White,true
jeffrey reeves,237.8640463,Jeffrey,Reeves,true
michelle dodson,25.13036482,Michelle,Dodson,
brandy allen,141.19641049999998,Brandy,Allen,true
stephanie decker,188.2798449,Stephanie,Decker,true
deborah carter,157.0933645,Deborah,Carter,true
donna lloyd,129.26689840000003,Donna,Lloyd,true
jason brown,179.5356747,Jason,Brown,true
michelle keller,255.2075003,Michelle,Keller,true
loretta haynes,26.40453589,Loretta,Haynes,
ryan vaughn,174.7084888,Ryan,Vaughn,true
dan smith,33.04343359,Dan,Smith,
alex brown,231.2045332,Alex,Brown,true
ethan lee,22.86368908,Ethan,Lee,
jose martinez,72.80481604,Jose,Martinez,
stacey yates,196.3324196,Stacey,Yates,true
alejandra strickland,238.52116260000003,Alejandra,Strickland,true
paula gregory,63.86627777,Paula,Gregory,
joseph lozano,288.2552215,Joseph,Lozano,true
dean thomas,291.9138486,Dean,Thomas,true
sue lee,229.68674080000002,Sue,Lee,true
anna long,282.5645113,Anna,Long,true
madison richardson,231.6005976,Madison,Richardson,true
kelly buchanan,190.70708280000002,Kelly,Buchanan,true
robert brown,216.25938900000003,Robert,Brown,true
felicia sawyer,137.9030061,Felicia,Sawyer,true
julian edwards,150.34492450000002,Julian,Edwards,true
david salazar,77.45842821,David,Salazar,
annette watson,76.78259440000001,Annette,Watson,
joshua williams,177.51647450000002,Joshua,Williams,true
daniel yoder,119.23428590000002,Daniel,Yoder,true
daniel nelson,98.27456386,Daniel,Nelson,
gary white,271.019816,Gary,White,true
jason campbell,273.3106244,Jason,Campbell,true
elizabeth watson,86.42236772,Elizabeth,Watson,
kenneth wright,182.4366238,Kenneth,Wright,true
robert perez,239.58512969999998,Robert,Perez,true
david clark,23.0325238,David,Clark,
beverly leon,106.10637630000001,Beverly,Leon,true
robert wright,50.0234143,Robert,Wright,
james thomas,86.77348735,James,Thomas,
derrick wells,181.4218065,Derrick,Wells,true
devin neal,86.96007678,Devin,Neal,
linda baker,147.1263919,Linda,Baker,true
amanda ray,137.81283280000002,Amanda,Ray,true
bruce williams,71.30022792,Bruce,Williams,
amy castillo,249.5469844,Amy,Castillo,true
kyle turner,161.1618002,Kyle,Turner,true
steven mason,111.8827068,Steven,Mason,true
kimberly kelly,240.4231917,Kimberly,Kelly,true
melissa ellis,98.58946201,Melissa,Ellis,
kelli olson,237.5734494,Kelli,Olson,true
mark mcmillan,214.1569316,Mark,Mcmillan,true
erin bautista,77.62428879999999,Erin,Bautista,
joseph holt,84.95214506,Joseph,Holt,
dean foster,275.7451504,Dean,Foster,true
luis smith,232.2317515,Luis,Smith,true
nicholas hughes,119.2977956,Nicholas,Hughes,true
alexis marshall,135.4593376,Alexis,Marshall,true
nathan jones,156.5333442,Nathan,Jones,true
debra jordan,96.86625469,Debra,Jordan,
billy rose,13.66865285,Billy,Rose,
amber stephens,288.23654960000005,Amber,Stephens,true
sandra williamson,58.32246701,Sandra,Williamson,
mikayla wiggins,171.0312758,Mikayla,Wiggins,true
wesley lowery,71.51598238,Wesley,Lowery,
brandon cruz,268.40696940000004,Brandon,Cruz,true
tracy york,133.9126496,Tracy,York,true
jessica adams,169.2223021,Jessica,Adams,true
diana flores,140.9103144,Diana,Flores,true
anthony brooks,56.34749333,Anthony,Brooks,
joan cruz,153.9731859,Joan,Cruz,true
lauren ray,235.5282522,Lauren,Ray,true
becky reid,222.1800929,Becky,Reid,true
robert fisher,174.6666517,Robert,Fisher,true
christopher clark,206.7775415,Christopher,Clark,true
leah palmer,82.10118057,Leah,Palmer,
erin campbell,223.76480209999997,Erin,Campbell,true
michael smith,190.58199119999998,Michael,Smith,true
carolyn gonzalez,35.19868853,Carolyn,Gonzalez,
evan jackson,250.4831534,Evan,Jackson,true
corey mitchell,229.27245200000002,Corey,Mitchell,true
wesley shaw,78.19470358,Wesley,Shaw,
angela lopez,123.47342900000001,Angela,Lopez,true
mariah jones,7.586662029,Mariah,Jones,
melissa yates,191.7388305,Melissa,Yates,true
pamela boyd,42.57642339,Pamela,Boyd,
chad hill,237.3886818,Chad,Hill,true
dalton marshall,44.79388508,Dalton,Marshall,
megan davis,185.41605330000002,Megan,Davis,true
jay hunt,11.93981724,Jay,Hunt,
craig brady,114.03080209999999,Craig,Brady,true
james cooper,162.9563775,James,Cooper,true
timothy cabrera,246.8016085,Timothy,Cabrera,true
jeremy lewis,3.085548783,Jeremy,Lewis,
justin kemp,238.3356701,Justin,Kemp,true
sean roach,288.9094841,Sean,Roach,true
jeffery steele,116.5865443,Jeffery,Steele,true
albert sellers,70.52448058,Albert,Sellers,
jennifer snyder,252.15105330000003,Jennifer,Snyder,true
john scott,54.0948882,John,Scott,
gabrielle brown,125.2778312,Gabrielle,Brown,true
devon ramsey,151.3679071,Devon,Ramsey,true
linda palmer,259.9650837,Linda,Palmer,true
laura vargas,19.47538112,Laura,Vargas,
felicia stewart,271.3900354,Felicia,Stewart,true
jennifer garza,288.04177119999997,Jennifer,Garza,true
antonio lewis,26.06155907,Antonio,Lewis,
andrew nielsen,249.5687264,Andrew,Nielsen,true
lindsay carpenter,84.75981129,Lindsay,Carpenter,
chris stewart,75.24103915,Chris,Stewart,
robert moore,263.4141129,Robert,Moore,true
timothy ray,141.86269140000002,Timothy,Ray,true
scott day,198.0654936,Scott,Day,true
nathaniel armstrong,20.87450709,Nathaniel,Armstrong,
amanda brown,212.90589730000002,Amanda,Brown,true
larry wilson,182.0331257,Larry,Wilson,true
joshua thompson,69.44828294,Joshua,Thompson,
kim howell,36.96354785,Kim,Howell,
kristin lindsey,64.39004043,Kristin,Lindsey,
erin flowers,193.6398263,Erin,Flowers,true
samuel anderson,262.26807169999995,Samuel,Anderson,true
jennifer burke,274.3026974,Jennifer,Burke,true
kelly douglas,34.36564262,Kelly,Douglas,
nancy marshall,267.3828578,Nancy,Marshall,true
jorge johnson,116.1714636,Jorge,Johnson,true
amy french,165.8016929,Amy,French,true
virginia chambers,89.89633639,Virginia,Chambers,
mary pollard,158.0790313,Mary,Pollard,true
edward norris,26.97375079,Edward,Norris,
deborah bailey,234.6758898,Deborah,Bailey,true
jennifer jones,165.0022525,Jennifer,Jones,true
sonya griffith,138.6171528,Sonya,Griffith,true
patrick gallagher,104.16105350000001,Patrick,Gallagher,true
jonathan miller,98.37584933,Jonathan,Miller,
heather ballard,284.5814233,Heather,Ballard,true
andre manning,194.9905545,Andre,Manning,true
ashley soto,79.24450990000001,Ashley,Soto,
elizabeth clark,269.41684080000005,Elizabeth,Clark,true
patricia young,130.6553075,Patricia,Young,true
marisa campbell,84.44272785,Marisa,Campbell,
timothy davis,171.1168554,Timothy,Davis,true
mitchell ibarra,161.78342859999998,Mitchell,Ibarra,true
chelsea chen,36.22563908,Chelsea,Chen,
paul taylor,69.55631424,Paul,Taylor,
henry roach,1.959007179,Henry,Roach,
thomas mcclain,299.13077389999995,Thomas,Mcclain,true
dennis williams,275.26836610000004,Dennis,Williams,true
paul stein,102.8911782,Paul,Stein,true
susan christensen,37.48220654,Susan,Christensen,
crystal brown,16.57201119,Crystal,Brown,
crystal lowe,144.50146919999997,Crystal,Lowe,true
brian baker,74.18584275,Brian,Baker,
molly fischer,10.65318304,Molly,Fischer,
karen morton,126.92805829999999,Karen,Morton,true
mark green,123.1451656,Mark,Green,true
karen davis,108.2090437,Karen,Davis,true
joanna figueroa,187.25729040000002,Joanna,Figueroa,true
paula barker,102.0455125,Paula,Barker,true
adam white,23.99088409,Adam,White,
melinda fitzpatrick,295.4867362,Melinda,Fitzpatrick,true
joseph perry,81.57617561,Joseph,Perry,
victoria moore,228.87358160000002,Victoria,Moore,true
heather herman,61.0629953,Heather,Herman,
timothy clark,146.9213215,Timothy,Clark,true
nathaniel wells,20.65123885,Nathaniel,Wells,
cindy pitts,60.39039483,Cindy,Pitts,
travis johnson,98.50765990000001,Travis,Johnson,
nichole townsend,245.1680542,Nichole,Townsend,true
jessica allen,137.7334625,Jessica,Allen,true
charles wright,99.76504328,Charles,Wright,
laura lopez,7.703221405,Laura,Lopez,
julie castillo,211.5372125,Julie,Castillo,true
robert young,267.4230523,Robert,Young,true
randy bauer,54.47848217,Randy,Bauer,
joel webb,254.01125699999997,Joel,Webb,true
christopher bright,229.0627694,Christopher,Bright,true
maria reyes,245.76857859999998,Maria,Reyes,true
christopher larson,255.8959554,Christopher,Larson,true
evan richardson,199.7802439,Evan,Richardson,true
brittany salinas,106.00092509999999,Brittany,Salinas,true
theodore schultz,66.3966506,Theodore,Schultz,
allen hall,248.78345299999998,Allen,Hall,true
mark bailey,146.1999589,Mark,Bailey,true
ashley barton,184.83768600000002,Ashley,Barton,true
melissa reid,164.99648090000002,Melissa,Reid,true
kevin frazier,188.9327571,Kevin,Frazier,true
jacqueline russell,182.9477248,Jacqueline,Russell,true
jeremy davidson,238.4692929,Jeremy,Davidson,true
vincent taylor,19.99434316,Vincent,Taylor,
daniel alexander,257.703959,Daniel,Alexander,true
katherine brooks,16.25110869,Katherine,Brooks,
donna malone,263.6211952,Donna,Malone,true
sarah carlson,155.11203899999998,Sarah,Carlson,true
stephen stafford,86.76268915,Stephen,Stafford,
molly grant,114.8491929,Molly,Grant,true
vanessa chase,7.770786949,Vanessa,Chase,
katrina miller,247.26599610000002,Katrina,Miller,true
karen hancock,282.61777939999996,Karen,Hancock,true
raymond brooks,204.87268480000003,Raymond,Brooks,true
amanda reynolds,90.21503715,Amanda,Reynolds,
sandra marquez,138.1701187,Sandra,Marquez,true
eric gregory,24.92979482,Eric,Gregory,
mary allen,255.2531379,Mary,Allen,true
michael santos,193.49951930000003,Michael,Santos,true
ronnie ali,229.6159426,Ronnie,Ali,true
jeff wilson,114.67608770000001,Jeff,Wilson,true
john richardson,207.19546100000002,John,Richardson,true
reginald barnes,46.8780625,Reginald,Barnes,
joseph beasley,298.37222369999995,Joseph,Beasley,true
kyle brown,106.8841519,Kyle,Brown,true
ruth ballard,299.9455478,Ruth,Ballard,true
michael bradley,203.91710700000002,Michael,Bradley,true
derek sandoval,143.0956665,Derek,Sandoval,true
kayla brown,123.10570420000002,Kayla,Brown,true
rodney harrison,118.4162955,Rodney,Harrison,true
whitney sims,284.5855067,Whitney,Sims,true
carly wagner,212.83931809999999,Carly,Wagner,true
brett house,193.72380180000002,Brett,House,true
robert weaver,109.6290182,Robert,Weaver,true
steve gonzalez,146.1933084,Steve,Gonzalez,true
david fisher,290.17798189999996,David,Fisher,true
leonard king,24.0939262,Leonard,King,
beth martinez,23.52767675,Beth,Martinez,
elizabeth lewis,173.6053214,Elizabeth,Lewis,true
nicole small,159.8582487,Nicole,Small,true
anthony cline,250.28820209999998,Anthony,Cline,true
spencer ware,159.52026850000001,Spencer,Ware,true
willie erickson,116.3402762,Willie,Erickson,true
brent moore,155.6385418,Brent,Moore,true
maria hunt,285.7458256,Maria,Hunt,true
robert howard,174.47244540000003,Robert,Howard,true
katherine smith,96.91551318,Katherine,Smith,
andrea meza,143.0006511,Andrea,Meza,true
nathan crane,83.56558574,Nathan,Crane,
douglas delgado,85.5223837,Douglas,Delgado,
mariah garrison,192.7734629,Mariah,Garrison,true
dennis perez,138.22028569999998,Dennis,Perez,true
veronica berry,248.7978665,Veronica,Berry,true
kristine holland,248.54951609999998,Kristine,Holland,true
daniel nguyen,282.20883460000005,Daniel,Nguyen,true
kelly gregory,159.74720680000001,Kelly,Gregory,true
shawn brown,181.37967769999997,Shawn,Brown,true
danielle george,274.24466789999997,Danielle,George,true
tiffany brown,276.1991426,Tiffany,Brown,true
alice freeman,137.15837380000002,Alice,Freeman,true
daniel brown,112.76369369999999,Daniel,Brown,true
jessica hopkins,122.3518376,Jessica,Hopkins,true
april bryant,266.6719848,April,Bryant,true
christopher miller,158.2431072,Christopher,Miller,true
duane smith,195.3278749,Duane,Smith,true
madeline sandoval,121.17434979999999,Madeline,Sandoval,true
victoria kirk,3.666987419,Victoria,Kirk,
paul davis,252.5040028,Paul,Davis,true
robert dickerson,11.98827381,Robert,Dickerson,
kevin lambert,4.531036969,Kevin,Lambert,
sheila morton,170.343201,Sheila,Morton,true
leonard martinez,93.22430955,Leonard,Martinez,
melanie dennis,209.669112,Melanie,Dennis,true
melissa cline,107.48203249999999,Melissa,Cline,true
timothy williams,258.01048149999997,Timothy,Williams,true
kimberly anderson,87.97839743,Kimberly,Anderson,
sarah simmons,244.27572790000002,Sarah,Simmons,true
michael bryan,233.2848903,Michael,Bryan,true
peter lopez,140.0412394,Peter,Lopez,true
philip oliver,21.30464474,Philip,Oliver,
sara hodges,277.3543759,Sara,Hodges,true
richard hicks,73.36766831,Richard,Hicks,
michael brown,37.87051913,Michael,Brown,
destiny roy,223.47633019999998,Destiny,Roy,true
kimberly baker,80.46348769,Kimberly,Baker,
jamie higgins,69.03028233,Jamie,Higgins,
preston ferguson iii,221.4249566,Preston,Ferguson,true
rachel montgomery,29.08534279,Rachel,Montgomery,
rebecca walls,215.27177930000002,Rebecca,Walls,true
matthew collins,238.6680373,Matthew,Collins,true
thomas forbes,72.71031133,Thomas,Forbes,
caitlin shelton,220.32520860000002,Caitlin,Shelton,true
robert stephens,3.606464206,Robert,Stephens,
jennifer lin,192.9587531,Jennifer,Lin,true
diana carney,97.78448666,Diana,Carney,
kevin mayo,51.803837,Kevin,Mayo,
nicholas west,16.204517300000003,Nicholas,West,
mitchell kelley,13.07861103,Mitchell,Kelley,
andre boyd,253.5211663,Andre,Boyd,true
james knight,22.56984826,James,Knight,
andrew lee,70.51262949,Andrew,Lee,
david clay,236.9824129,David,Clay,true
craig mitchell,166.2891034,Craig,Mitchell,true
jennifer evans,2.9770119719999997,Jennifer,Evans,
scott schroeder,236.19972909999998,Scott,Schroeder,true
kathleen gallagher,291.67798700000003,Kathleen,Gallagher,true
benjamin davis,51.11857044,Benjamin,Davis,
luis mathis,299.19388169999996,Luis,Mathis,true
rachel thomas,161.3312866,Rachel,Thomas,true
erin henry,11.73608077,Erin,Henry,
daniel chen,254.1665472,Daniel,Chen,true
katie parker,13.94906194,Katie,Parker,
melissa robinson,205.87810890000003,Melissa,Robinson,true
samuel dalton,14.08357426,Samuel,Dalton,
nicole jones,51.59257197,Nicole,Jones,
james baker,170.9273169,James,Baker,true
amanda hopkins,200.6433574,Amanda,Hopkins,true
eric rodriguez,103.935463,Eric,Rodriguez,true
rebecca gallagher,221.5435451,Rebecca,Gallagher,true
paul daniels,232.54837,Paul,Daniels,true
stephanie green,2.6639677859999997,Stephanie,Green,
beth stone,35.23893288,Beth,Stone,
paul king,188.565175,Paul,King,true
lauren kelly,13.00123524,Lauren,Kelly,
laura pierce,16.16340439,Laura,Pierce,
heather bennett,255.17411490000003,Heather,Bennett,true
joshua king,107.35901270000001,Joshua,King,true
jasmine flores,289.7696566,Jasmine,Flores,true
sarah chandler,55.24485998,Sarah,Chandler,
denise miller,158.8641339,Denise,Miller,true
randy moyer,125.96832450000001,Randy,Moyer,true
megan perry,287.0921961,Megan,Perry,true
david weber,140.9446241,David,Weber,true
michael hoffman,145.2717633,Michael,Hoffman,true
amy townsend,217.5922091,Amy,Townsend,true
martin larson,171.9356768,Martin,Larson,true
savannah hampton,245.21551749999998,Savannah,Hampton,true
amanda chavez,4.068803173,Amanda,Chavez,
tina campos,292.1002,Tina,Campos,true
crystal blake,227.6330391,Crystal,Blake,true
beth morales,229.9794474,Beth,Morales,true
mark johnson,177.54765569999998,Mark,Johnson,true
emily kramer,249.95984750000002,Emily,Kramer,true
scott jackson,200.6486534,Scott,Jackson,true
kayla stanley,39.11623892,Kayla,Stanley,
heather combs,75.68140908,Heather,Combs,
samantha watson,209.2371767,Samantha,Watson,true
john taylor,162.383985,John,Taylor,true
kristen waller,203.3026259,Kristen,Waller,true
robert chang,59.64579395,Robert,Chang,
elizabeth berry,48.18828909,Elizabeth,Berry,
leslie estes,160.479494,Leslie,Estes,true
joseph wilson,265.8405526,Joseph,Wilson,true
austin ramirez,212.70362889999998,Austin,Ramirez,true
amanda evans,148.0328505,Amanda,Evans,true
stephanie martinez,167.4969941,Stephanie,Martinez,true
trevor valenzuela,233.3832548,Trevor,Valenzuela,true
jaime perez,142.8424681,Jaime,Perez,true
randy stone,126.80863909999998,Randy,Stone,true
elizabeth delgado,287.0605845,Elizabeth,Delgado,true
anthony scott,103.2864364,Anthony,Scott,true
cody johnson,170.0586264,Cody,Johnson,true
bryan hall,260.9082222,Bryan,Hall,true
sergio day,276.6420591,Sergio,Day,true
nicole wiggins,65.95568043,Nicole,Wiggins,
kathleen turner,262.1049741,Kathleen,Turner,true
joshua holland,299.51584110000005,Joshua,Holland,true
jessica miller,124.42151509999998,Jessica,Miller,true
alex moore,142.418239,Alex,Moore,true
julie boyd,39.18863723,Julie,Boyd,
tara barnes,128.8918058,Tara,Barnes,true
heather brown,186.71130159999998,Heather,Brown,true
michelle gutierrez,46.66502067,Michelle,Gutierrez,
tiffany brown,45.12432917,Tiffany,Brown,
alicia todd,205.8706229,Alicia,Todd,true
annette morris,17.24911997,Annette,Morris,
lindsey hines,117.8079689,Lindsey,Hines,true
logan watkins,52.1715902,Logan,Watkins,
john harmon,154.808761,John,Harmon,true
alexis williams,223.49770469999999,Alexis,Williams,true
andrea oliver,115.64285009999999,Andrea,Oliver,true
darrell smith,57.00665127,Darrell,Smith,
patrick hendrix,9.994643513,Patrick,Hendrix,
matthew bruce,257.3743579,Matthew,Bruce,true
steven ortiz,227.27207349999998,Steven,Ortiz,true
jimmy navarro,164.9602355,Jimmy,Navarro,true
anthony friedman,17.753192000000002,Anthony,Friedman,
michael barrett,39.21052339,Michael,Barrett,
catherine taylor,55.50357069,Catherine,Taylor,
john ross,226.0656937,John,Ross,true
michael austin,67.81751254,Michael,Austin,
troy warren,111.3394845,Troy,Warren,true
alicia ruiz,164.6026773,Alicia,Ruiz,true
dana santos,295.9934887,Dana,Santos,true
christian porter,145.4184193,Christian,Porter,true
emily ramos,63.74626361,Emily,Ramos,
lisa marquez,227.0754835,Lisa,Marquez,true
sergio hughes,240.3088336,Sergio,Hughes,true
angela fischer,44.62116994,Angela,Fischer,
lance weaver,23.27390372,Lance,Weaver,
dawn ward,201.1261376,Dawn,Ward,true
norman simpson,219.3829512,Norman,Simpson,true
suzanne haas,268.84301719999996,Suzanne,Haas,true
lisa craig,32.20190241,Lisa,Craig,
joseph summers,234.3983114,Joseph,Summers,true
carl decker,29.47284095,Carl,Decker,
sandra pollard,206.47944569999999,Sandra,Pollard,true
cameron nielsen,160.9221115,Cameron,Nielsen,true
frank jones,95.72477062,Frank,Jones,
james jordan,298.5896987,James,Jordan,true
destiny rojas,89.6838838,Destiny,Rojas,
lisa clark,273.5127708,Lisa,Clark,true
lori valdez,111.5501182,Lori,Valdez,true
danny lewis,224.4037909,Danny,Lewis,true
jennifer martin,87.64623687,Jennifer,Martin,
richard bauer,164.22095180000002,Richard,Bauer,true
alicia ferrell,169.3028425,Alicia,Ferrell,true
grant hall,0.558640768,Grant,Hall,
elizabeth hill,237.8971597,Elizabeth,Hill,true
jacqueline brown,267.5073581,Jacqueline,Brown,true
tiffany barron,185.2634793,Tiffany,Barron,true
arthur chandler,226.59721729999998,Arthur,Chandler,true
mark bowman,180.1064676,Mark,Bowman,true
shannon jackson,131.2304203,Shannon,Jackson,true
kelly johnson,124.16337990000001,Kelly,Johnson,true
brian contreras,60.52315419,Brian,Contreras,
john dixon,183.4615101,John,Dixon,true
tamara wilson,5.006903718,Tamara,Wilson,
christina bishop,197.7689034,Christina,Bishop,true
jennifer smith,169.76375159999998,Jennifer,Smith,true
denise clark,270.07653650000003,Denise,Clark,true
angela peterson,194.5922004,Angela,Peterson,true
amy mills,132.67089380000002,Amy,Mills,true
stephanie spears,128.7858904,Stephanie,Spears,true
alexandra lawrence,112.38945859999998,Alexandra,Lawrence,true
joe powell,18.98297458,Joe,Powell,
matthew diaz,124.61208740000001,Matthew,Diaz,true
joshua sanchez,147.13387790000002,Joshua,Sanchez,true
joseph herring,262.3721841,Joseph,Herring,true
billy riley,141.18915259999997,Billy,Riley,true
cheryl crosby,128.6964315,Cheryl,Crosby,true
jeanne brown,79.06627536,Jeanne,Brown,
rebecca clarke,174.5418573,Rebecca,Clarke,true
ronald hudson,240.1683659,Ronald,Hudson,true
derek wolf,136.99871389999998,Derek,Wolf,true
jennifer lee,168.41306619999997,Jennifer,Lee,true
courtney copeland,205.9871436,Courtney,Copeland,true
kevin boyd,276.0430518,Kevin,Boyd,true
christopher harrell,47.54869596,Christopher,Harrell,
terri schultz,95.12922836,Terri,Schultz,
jonathan brooks,113.4023205,Jonathan,Brooks,true
gregory yoder,66.72888226,Gregory,Yoder,
